Sensor 0,100,2019-07-01T11:57:56,61.25843972556888
Sensor 1,100,2019-07-01T11:57:56,63.15788353384015
Sensor 2,100,2019-07-01T11:57:56,64.32331534938612
Sensor 3,100,2019-07-01T11:57:56,65.80217707366373
Sensor 4,100,2019-07-01T11:57:56,60.093691745404385
Sensor 5,100,2019-07-01T11:57:56,68.98037527158591
Sensor 6,100,2019-07-01T11:57:56,53.70590008504404
Sensor 7,100,2019-07-01T11:57:56,70.65631263769123
Sensor 8,100,2019-07-01T11:57:56,61.174896363229934
Sensor 0,100,2019-07-01T11:57:56,61.54149924475403
Sensor 1,100,2019-07-01T11:57:56,63.26357326266789
Sensor 2,100,2019-07-01T11:57:56,64.71394016273034
Sensor 3,100,2019-07-01T11:57:56,65.89470911119099
Sensor 4,100,2019-07-01T11:57:56,59.99660210372727
Sensor 5,100,2019-07-01T11:57:56,69.0120752018914
Sensor 6,100,2019-07-01T11:57:56,53.77652977523202
Sensor 7,100,2019-07-01T11:57:56,70.81611787091694
Sensor 8,100,2019-07-01T11:57:56,61.01802617532053
Sensor 0,100,2019-07-01T11:57:56,61.69256848066583
Sensor 1,100,2019-07-01T11:57:56,63.34934701803424
Sensor 2,100,2019-07-01T11:57:56,64.67524793793474
Sensor 3,100,2019-07-01T11:57:56,65.77669465728977
Sensor 4,100,2019-07-01T11:57:56,59.948496758685835
Sensor 5,100,2019-07-01T11:57:56,69.27257471955242
Sensor 6,100,2019-07-01T11:57:56,53.882871906966905
Sensor 7,100,2019-07-01T11:57:56,70.79018642365214
Sensor 8,100,2019-07-01T11:57:56,60.88655284981627
Sensor 0,100,2019-07-01T11:57:56,61.716781846577064
Sensor 1,100,2019-07-01T11:57:56,63.484794529220935
Sensor 2,100,2019-07-01T11:57:56,64.72621567919283
Sensor 3,100,2019-07-01T11:57:56,65.64068416343794
Sensor 4,100,2019-07-01T11:57:56,60.022950218586026
Sensor 5,100,2019-07-01T11:57:56,69.14517028256232
Sensor 6,100,2019-07-01T11:57:56,54.00539740735461
Sensor 7,100,2019-07-01T11:57:56,70.7562462146031
Sensor 8,100,2019-07-01T11:57:56,60.8565910843579
