Sensor 0,100,2018-06-11T11:57:56,66.32422981381558
Sensor 1,100,2018-06-11T11:57:56,59.92971609785385
Sensor 2,100,2018-06-11T11:57:56,65.60055144355609
Sensor 3,100,2018-06-11T11:57:56,64.93676891693477
Sensor 4,100,2018-06-11T11:57:56,65.78076577438136
Sensor 5,100,2018-06-11T11:57:56,66.46673296303591
Sensor 6,100,2018-06-11T11:57:56,57.405243186498524
Sensor 7,100,2018-06-11T11:57:56,65.90224205634614
Sensor 8,100,2018-06-11T11:57:56,61.070306258571414
Sensor 0,100,2018-06-11T11:57:56,66.33245952158649
Sensor 1,100,2018-06-11T11:57:56,60.03345186213939
Sensor 2,100,2018-06-11T11:57:56,65.45344951742481
Sensor 3,100,2018-06-11T11:57:56,64.86228598309954
Sensor 4,100,2018-06-11T11:57:56,65.87362137197766
Sensor 5,100,2018-06-11T11:57:56,66.51700603332647
Sensor 6,100,2018-06-11T11:57:56,57.45524714764963
Sensor 7,100,2018-06-11T11:57:56,65.81436746299327
Sensor 8,100,2018-06-11T11:57:56,61.27098906944271
Sensor 0,100,2018-06-11T11:57:56,66.41972657443006
Sensor 1,100,2018-06-11T11:57:56,60.14061682351298
Sensor 2,100,2018-06-11T11:57:56,65.5041627838113
Sensor 3,100,2018-06-11T11:57:56,64.78526602899437
Sensor 4,100,2018-06-11T11:57:56,65.97116139427709
Sensor 5,100,2018-06-11T11:57:56,66.6915981244674
Sensor 6,100,2018-06-11T11:57:56,57.636190656806434
Sensor 7,100,2018-06-11T11:57:56,65.82584103281782
Sensor 8,100,2018-06-11T11:57:56,61.34399809850315
Sensor 0,100,2018-06-11T11:57:56,66.64882242265958
Sensor 1,100,2018-06-11T11:57:56,60.367360410005354
Sensor 2,100,2018-06-11T11:57:56,65.64251082298644
Sensor 3,100,2018-06-11T11:57:56,64.66164605119269
Sensor 4,100,2018-06-11T11:57:56,65.97208614916829
Sensor 5,100,2018-06-11T11:57:56,66.5926369702586
Sensor 6,100,2018-06-11T11:57:56,57.508382351514335
Sensor 7,100,2018-06-11T11:57:56,65.79169829766985
Sensor 8,100,2018-06-11T11:57:56,61.462574187862934
