Sensor 0,100,2018-09-16T11:57:56,64.65242957390949
Sensor 1,100,2018-09-16T11:57:56,57.03275849539173
Sensor 2,100,2018-09-16T11:57:56,69.38355273667726
Sensor 3,100,2018-09-16T11:57:56,66.94436663892547
Sensor 4,100,2018-09-16T11:57:56,63.03833220629176
Sensor 5,100,2018-09-16T11:57:56,68.8893582864205
Sensor 6,100,2018-09-16T11:57:56,56.11980104514687
Sensor 7,100,2018-09-16T11:57:56,71.84049231213851
Sensor 8,100,2018-09-16T11:57:56,62.72046640001286
Sensor 0,100,2018-09-16T11:57:56,64.78770853866224
Sensor 1,100,2018-09-16T11:57:56,57.01964825268005
Sensor 2,100,2018-09-16T11:57:56,69.30979218529633
Sensor 3,100,2018-09-16T11:57:56,67.04862979330284
Sensor 4,100,2018-09-16T11:57:56,62.93389642355152
Sensor 5,100,2018-09-16T11:57:56,68.93781290851847
Sensor 6,100,2018-09-16T11:57:56,56.05559597485043
Sensor 7,100,2018-09-16T11:57:56,71.7985630842186
Sensor 8,100,2018-09-16T11:57:56,62.92537339748223
Sensor 0,100,2018-09-16T11:57:56,64.8317278092439
Sensor 1,100,2018-09-16T11:57:56,57.23717214251749
Sensor 2,100,2018-09-16T11:57:56,69.43164113666091
Sensor 3,100,2018-09-16T11:57:56,67.05590601536494
Sensor 4,100,2018-09-16T11:57:56,63.026865356781826
Sensor 5,100,2018-09-16T11:57:56,68.71589546262426
Sensor 6,100,2018-09-16T11:57:56,55.928218877007005
Sensor 7,100,2018-09-16T11:57:56,71.74553748810582
Sensor 8,100,2018-09-16T11:57:56,62.90124198650721
Sensor 0,100,2018-09-16T11:57:56,64.8690645434322
Sensor 1,100,2018-09-16T11:57:56,57.16565794474799
Sensor 2,100,2018-09-16T11:57:56,69.42712387666027
Sensor 3,100,2018-09-16T11:57:56,66.91047710761605
Sensor 4,100,2018-09-16T11:57:56,63.319563928805685
Sensor 5,100,2018-09-16T11:57:56,68.51790445864914
Sensor 6,100,2018-09-16T11:57:56,55.76067689966545
Sensor 7,100,2018-09-16T11:57:56,71.83532183482316
Sensor 8,100,2018-09-16T11:57:56,62.90877903170141
